Input,Output
最后还是你儿子替你尽的孝,我真是对不起我妈
都过去了,这些都不行啊
这些都不行啊,怎么就是垃圾食品
怎么就是垃圾食品,这都是英子爱吃的进口
我去看看一会就回来,这怎么不是垃圾食品
这怎么不是垃圾食品,我是说你这手伸的是不是太长了
我是说你这手伸的是不是太长了,这是我的购物车
这是我的购物车,这里头是我买的食品
这里头是我买的食品,当我跟你抢车
当我跟你抢车,那不是最后 这都进
那不是最后 这都进,我闺女的肚子里 我不得给他把关
我闺女的肚子里 我不得给他把关,不行就是不行
不行就是不行,你是把关成绩就行了
你是把关成绩就行了,人吃什么你把什么关再说了
人吃什么你把什么关再说了,那不是我闺女吗
那不是我闺女吗,还能有毒吗
还能有毒吗,我能害我自己的闺女吗
我能害我自己的闺女吗,谁知道
谁知道,你能不能给我留点面子
你能不能给我留点面子,脸都不要了
脸都不要了,还要什么面子
还要什么面子,怎么样
怎么样,今天考试考的
今天考试考的,还行
还行,自己感觉还可以
自己感觉还可以,那行
那行,那就等成绩
那就等成绩,来妈妈给你看个东西
来妈妈给你看个东西,是什么东西
是什么东西,我给你做了一个时间计划表
我给你做了一个时间计划表,先看这个
先看这个,今天不能算了对吧
今天不能算了对吧,从明天开始算到你高考还剩下278天
从明天开始算到你高考还剩下278天,合到每科上只有46天
合到每科上只有46天,也就是一个半月
也就是一个半月,一个半月要干什么你知道吗
一个半月要干什么你知道吗,要把高一到高三所有的知识点都要巩固到滚瓜烂熟
要把高一到高三所有的知识点都要巩固到滚瓜烂熟,时间还是很紧迫的
时间还是很紧迫的,还有这个 反正是一点都不能松懈
还有这个 反正是一点都不能松懈,这是你们学校系统里的成绩动态表
这是你们学校系统里的成绩动态表,你看英语 你比较长项了
你看英语 你比较长项了,基本上一条直线
基本上一条直线,妈妈不是特别着急
妈妈不是特别着急,看这语文 就是问题了
看这语文 就是问题了,看看最高分91分
看看最高分91分,最低分82分
最低分82分,差了9分
差了9分,咱们这学期的任务就是把它拉高拉平
咱们这学期的任务就是把它拉高拉平,你等我周末有时间再来细说成不成
你等我周末有时间再来细说成不成,我这明年还要考英语跟理综
我这明年还要考英语跟理综,对那行
对那行,你先去 一会我给你看一下 英子
你先去 一会我给你看一下 英子,我刚才送卷子做了吗
我刚才送卷子做了吗,做了
做了,好那一会你拿给我
好那一会你拿给我,我还给你准备了一套
我还给你准备了一套,稍微难一点我带你做
稍微难一点我带你做,英子
英子,又怎么呢
又怎么呢,你爸给你买的零食在那
你爸给你买的零食在那,我爸也太好了
我爸也太好了,好什么 一半都是垃圾食品
好什么 一半都是垃圾食品,我都挑出去扔垃圾桶里去了
我都挑出去扔垃圾桶里去了,妈 你还不如不如和我说呢
妈 你还不如不如和我说呢,大晚上的 别吃零食了 抓紧时间  
大晚上的 别吃零食了 抓紧时间  ,回来了
回来了,不是说我去接你吗
就不用接了,今天头还晕吗
今天没再晕了,这什么东西这么大一箱子
你今天给刘铮打电话了,你说你 知道家里没人
你说你 知道家里没人,还点那么多外卖
还点那么多外卖,让人家送外卖的晾在外边那么长时间多不好
杨杨今天说了要晚回来一会了,这小子干嘛去了
明天还有一天,分班
分班,分什么班
还有7个平行班,不就是快慢班
不就是快慢班,杨杨现在这个成绩不会考到慢班去吧
杨杨现在这个成绩不会考到慢班去吧,慢班师资力量不行
是波动的,是这样啊  点这么多
是这样啊  点这么多,小圆圆
小圆圆,圆圆起来了
怎么了,来喝杯咖啡
待遇也太高了,爱心手冲 温度合适
我慢慢品品,品什么啊 赶紧喝
品什么啊 赶紧喝,以后每天早上都有够你喝的 快
每天早上都有,赶紧的
我早上就给孩子买早餐,别买什么早餐 还没出摊
别买什么早餐 还没出摊,刚刚4:30
嘛呀 几点,4:30
这准备让我上天安门去看看升国旗去啊 ,你不是要去厕所批奏折吗是吧
你不是要去厕所批奏折吗是吧,早朝时间到了 你赶紧喝咖啡 好去批奏折去快快
怎么上那一拧就能拉出屎来,我知道你先躺好
再让我睡一会 我再睡会,躺好
再躺一会儿,方圆你以后每天早上都要给我提前一个小时起来
方圆你以后每天早上都要给我提前一个小时起来,既能保证你的作息
既能保证你的作息,又不跟孩子抢厕所
又不跟孩子抢厕所,这是高三不仅仅是孩子们的高三
这是高三不仅仅是孩子们的高三,也是我们的高三
也是我们的高三,你要一切行动听指挥
你要一切行动听指挥,一切措施保高考 听到没有
我不下地狱谁下地狱,有感觉了
有感觉了 打个嗝又没感觉了,好好
好好,你别说话
你别说话,我给你揉揉 有感觉 有感觉
真有感觉了,妈我回来了
妈我回来了,你怎么回来了
你怎么回来了,不是说好晚上跟你爸吃饭，给忘了？
不是说好晚上跟你爸吃饭，给忘了？,没有 今天
没有 今天,分班考成绩出来了
分班考成绩出来了,然后我进快班了
然后我进快班了,回来告诉你一声
回来告诉你一声,顺便上个厕所
顺便上个厕所,我其实已经知道了
我其实已经知道了,我给你们李老师打过电话
我给你们李老师打过电话,他说你这次考了
他说你这次考了,第二名还可以
第二名还可以,是 这回第一名 被林磊儿给抢走了
是 这回第一名 被林磊儿给抢走了,我也没想到他那么厉害
我也没想到他那么厉害,我知道了
我知道了,不过 高三以后每天都要考试
不过 高三以后每天都要考试,没事
没事,下回好好考就行了
下回好好考就行了,你没生气吗
你没生气吗,有什么好生气的
有什么好生气的,这次让人超过了
这次让人超过了,下回咱夺回来
下回咱夺回来,这还怕 咱下回更努力一点
这还怕 咱下回更努力一点,好
好,我上厕所去了
我上厕所去了,快去
快去,上厕所还背着个包不嫌重
上厕所还背着个包不嫌重,快去
快去,妈你怎么翻我书包
妈你怎么翻我书包,我可没想翻你书包
我可没想翻你书包,我本来是想把你卷子找出来帮你先改着
我本来是想把你卷子找出来帮你先改着,卷子不在里边
卷子不在里边,这里面什么
这里面什么,同学送的生日礼物
同学送的生日礼物,都高三了
都高三了,还玩玩具
还玩玩具,咱哪有这时间
咱哪有这时间,这不是同学送的吗
这不是同学送的吗,再说了
再说了,好不容易考完了
好不容易考完了,您不让我松快一下
您不让我松快一下,高兴一天
高兴一天,都考第二了
都考第二了,还有什么可高兴的
还有什么可高兴的,刚才我都没好意思说
刚才我都没好意思说,你这次考成这样
你这次考成这样,下次 下下次呢 高考怎么办
下次 下下次呢 高考怎么办,我跟你讲
我跟你讲,高考可不是百米冲刺
高考可不是百米冲刺,那是马拉松
那是马拉松,有的你努力的 要依我说 高考以前这些玩具
有的你努力的 要依我说 高考以前这些玩具,就妈妈帮你保存
就妈妈帮你保存,行吗
行吗,跟你爸去吃饭吧
跟你爸去吃饭吧,早去早回
早去早回,也要弄的太晚
也要弄的太晚,好
哟，媳妇回来了,你回来你
你回来你,不告诉我一声
卧个荷包蛋,不想吃没心情吃
没心情吃饭了还,天都塌了
天都塌了,吃什么饭还吃
单位的事,你看一下
方一凡呢,你别翻了
你别翻了,我问了李萌了
我问了李萌了,倒数第一
不应该,一个正数第一
一个正数第一,一个倒数第一说明什么
一个没考好,说明我们家的遗传基因优秀的一等一全被你们家拖累了
你给我解释一下,磊儿是我们家的人
磊儿是我们家的人,考一个正数第一
考一个正数第一,方一凡你的种啊 考倒数第一
你知道是什么意思吗,我听不懂
你觉得好不好,我觉得不好
我觉得不好,我们接纳有什么用
我们接纳有什么用,他将来考不起大学
他将来考不起大学,他没有工作
他没有工作,社会接纳他吗
社会接纳他吗,他没学历没文凭
他没学历没文凭,他哪个单位接纳他
他哪个单位接纳他,还没本事挣钱
还没本事挣钱,没本事养家
没本事养家,哪个女朋友要他
也许他在下一次就考好了,什么下一次不等下一次了
什么下一次不等下一次了,就这一次 他回来我就收拾他
对吧,好
好,就听你的 上手段
就听你的 上手段,动漫、游戏全给他没收了
动漫、游戏全给他没收了,英子
英子,你看 每一次 年年你考好了
你看 每一次 年年你考好了,你跟爸爸都有合影
你跟爸爸都有合影,你看这张没有
你看这张没有,扎了两个小丸子头
扎了两个小丸子头,我的妈
我的妈,快吃饭吧
快吃饭吧,还有 小孟阿姨跟这儿 您就别对我太好了
还有 小孟阿姨跟这儿 您就别对我太好了,我不对你好
我不对你好,我对谁好
我对谁好,你是我亲闺女
你是我亲闺女,我是你亲爹
我是你亲爹,全世界没有比父女更亲的 知道吗
全世界没有比父女更亲的 知道吗,你说这么多年 你妈呲我
你说这么多年 你妈呲我,为什么我不生气
为什么我不生气,那就是因为她给我生了你这么个闺女
那就是因为她给我生了你这么个闺女,我这心里一辈子都感激她
我这心里一辈子都感激她,知道吗
知道吗,方圆 过来帮忙
不是上手段 成渣滓洞了 真是,去拿两个整理箱过来
别当着他面再摔摔打打的好吧,我知道我会控制我自己的
真控制啊,知道了
知道了,表哥
怎么了,你准备好了吗
准备什么啊,你这次考的不理想
你这次考的不理想,小姨小姨夫肯定会说你吧
我没有压力,你倒是没什么压力
你倒是没什么压力,我还挺有压力
有压力,来北京之后
来北京之后,我就发现北京的卷子是比老家的简单点
我就发现北京的卷子是比老家的简单点,但我这分数考的还没在老家的时候高
你在老家多少分,我看了一下卷子
我看了一下卷子,这问题就出现在英语上面
这问题就出现在英语上面,我的单词还得好好背
别劈我 劈他,妈 我回来了
妈 我回来了,回来了
回来了,你怎么回来的
你怎么回来的,你爸送你的
你爸送你的,没有
没有,他喝了点酒
他喝了点酒,郑叔叔送我回来的
郑叔叔送我回来的,对
对,以后他要喝酒了
以后他要喝酒了,千万不要让他开车
千万不要让他开车,好
好,英子
英子,这吃火锅了
这吃火锅了,这味儿特大啊
这味儿特大啊,我一会就洗澡把衣服给洗了
我一会就洗澡把衣服给洗了,不用 洗衣服
不用 洗衣服,你把脏衣服脱了 搁在脏衣桶里
你把脏衣服脱了 搁在脏衣桶里,我一块洗 
我一块洗 ,没事
没事,我自己洗就行
我自己洗就行,我还以为您生气
我还以为您生气,为什么
为什么,我就这么凶神恶煞
我就这么凶神恶煞,不就吃火锅嘛
