Input,Output
比别人机会要大,好
好,不让他蹲班 不让蹲班说明什么
不让他蹲班 不让蹲班说明什么,说明学校没放弃他
说明学校没放弃他,李萌老师还重视他
李萌老师还重视他,让他跟同学一块比翼齐飞
让他跟同学一块比翼齐飞,这不都是好事吗
这不都是好事吗,你这么想是不是觉得心情好多了
你这么想是不是觉得心情好多了,你有没有觉得气顺一点
你有没有觉得气顺一点,我觉得你好幼稚
我觉得你好幼稚,顺点没
顺点没,是吧 你看
是吧 你看,完了 起晚了
完了 起晚了,飞机要赶不上了
飞机要赶不上了,赶得上 怎么会赶不上 几点了
赶得上 怎么会赶不上 几点了,都赖你 晚上喝什么红酒
都赖你 晚上喝什么红酒,快快
快快,媳妇
媳妇,昨天晚上高兴的时候一块高兴 怎么现在就都赖我呢
昨天晚上高兴的时候一块高兴 怎么现在就都赖我呢,直播呢
我录的视频,可以啊
你也要上镜,我不上
这一头汗 ,要不喝口水
要不喝口水,给你倒杯水
今天咱们什么计划,这样爸爸还真想了一下
这样爸爸还真想了一下,咱们今天是这样
咱们今天是这样,妈妈到接你表弟回来
妈妈到接你表弟回来,咱们一共有将近8个小时
咱们一共有将近8个小时,7个半小时的时间是自由的
8个小时,那可不
那可不,然后咱们这样先吃早饭
然后咱们这样先吃早饭,我想咱们弄个
我想咱们弄个,铰子
行三全的,抱蛋煎饺
抱蛋煎饺,然后咱俩就出去溜达溜达
然后咱俩就出去溜达溜达,逛一逛
逛一逛,楼下我陪你打会儿篮球
这个好,之后咱俩就出去吃个午餐
之后咱俩就出去吃个午餐,大汉堡
大汉堡,披萨饼和薯条
披萨饼和薯条,你随便选好吧
你随便选好吧,妈妈不让吃
妈妈不让吃,咱全给吃去
咱全给吃去,回来你就得安心学习了
回来你就得安心学习了,不能再玩了
不能再玩了,我说
对对对 得学了,你看啊 方一凡
你看啊 方一凡,你要玩爸爸支持你
你要玩爸爸支持你,但爸爸要你学习
但爸爸要你学习,你也得听爸爸的
你也得听爸爸的,这点让爸爸跟妈妈完全是一致的
这点让爸爸跟妈妈完全是一致的,你看你现在不蹲班了
你看你现在不蹲班了,你得加油必须考上大学
你得加油必须考上大学,杨杨
杨杨,你怎么跑过来了
连舅舅也不知道,搬家多大的事
搬家多大的事,还兴师动众的
还兴师动众的,吃饭了
吃饭了,我刚想叫你 看你正专心做题
我刚想叫你 看你正专心做题,您今天没放中药啊
您今天没放中药啊,怎么样
怎么样,没放中药的好喝
没放中药的好喝,挺挑的
挺挑的,刚才你们李老师
刚才你们李老师,在群里发了好多誓师大会的照片
在群里发了好多誓师大会的照片,有我们家的吗
有我们家的吗,有 我给
有 我给,你找找
你找找,没我爸
没我爸,没有吧 我看
没有吧 我看,没拍上
没拍上,他那天不是一直跟咱在一块的
他那天不是一直跟咱在一块的,看着不像一家人呗 那拍照片的
看着不像一家人呗 那拍照片的,哪知道谁是谁一家
哪知道谁是谁一家,我给你端菜去啊
我给你端菜去啊,好的
好的,站那干嘛
站那干嘛,怎么了
怎么了,妈
妈, 您辛苦了
 您辛苦了,你说什么
你说什么,我说您辛苦了
我说您辛苦了,洗个碗有什么辛苦的
洗个碗有什么辛苦的,不每天都在洗嘛
不每天都在洗嘛,昨天是我不对
昨天是我不对,我不应该跟您急的
我不应该跟您急的,妈妈没生气
妈妈没生气,不应该非让你写什么分
不应该非让你写什么分,东西拆了吗
东西拆了吗,什么呀
什么呀,还没看呢
还没看呢,妈 这不是当季特别款吗
妈 这不是当季特别款吗,我上次在商场看到了很贵的
我上次在商场看到了很贵的,是
是,我在 APP上看便宜快一半了
我在 APP上看便宜快一半了,一咬牙买两件
一咬牙买两件,咱俩一人一件
咱俩一人一件,到时候一起去运动好不好
到时候一起去运动好不好, 好
 好,这是你的
这是你的,我这件太花了吧
我这件太花了吧,不花这很衬肤色的
不花这很衬肤色的,我看你这件
我看你这件,喜欢吗
喜欢吗,喜欢
喜欢,可时髦了 是吧
可时髦了 是吧,英子
英子,晚上要不要一起去看个电影
晚上要不要一起去看个电影,咱俩好久没有出去了
咱俩好久没有出去了,您不是说高三学习紧 要最大化压缩娱乐时间吗
您不是说高三学习紧 要最大化压缩娱乐时间吗,这不是离正式开学还有几天
这不是离正式开学还有几天,先得给你抓空 放松
先得给你抓空 放松,是吧
是吧,行不行
行不行,我去看看票
我去看看票,碟中谍6怎么样
碟中谍6怎么样,我想想 看碟中谍5的时候
我想想 看碟中谍5的时候,还是咱俩一起去看的首映
还是咱俩一起去看的首映,那时候你刚上高中
那时候你刚上高中,一下两年多了太快了
一下两年多了太快了,这个时间还行
这个时间还行,要不看这场 怎么了
要不看这场 怎么了,不想去看
不想去看,没有 特别想去看
没有 特别想去看,Tom cruise不是您男神嘛
Tom cruise不是您男神嘛,咱干脆晚上出去吃饭
咱干脆晚上出去吃饭,吃完饭以后看完电影回来时间正好完美
吃完饭以后看完电影回来时间正好完美,好勒
好勒,好
好,买票了
买票了,回来了 你还真有心 买了束花回来
回来了 你还真有心 买了束花回来,专门买的
专门买的,咱们一家三口好不容易团聚 庆祝庆祝
咱们一家三口好不容易团聚 庆祝庆祝,现在不是提倡什么生活仪式感
现在不是提倡什么生活仪式感,年轻的东西 我搞得不大懂
年轻的东西 我搞得不大懂,本来让他包一束团圆的
本来让他包一束团圆的,包了一包苹果
包了一包苹果,早知道这样我到菜市场买去了
早知道这样我到菜市场买去了,没事儿
没事儿,苹果不还可以拿下来吃吗
苹果不还可以拿下来吃吗,也不浪费
也不浪费,饭马上就好了
饭马上就好了,你先去换衣服
你先去换衣服,好久没吃你做的饭了
好久没吃你做的饭了,那一会多吃点
那一会多吃点,苹果 哎 杨杨呢
苹果 哎 杨杨呢,杨杨回来了么
杨杨回来了么,应该快回来了
应该快回来了,等他回来我们就开饭
等他回来我们就开饭,买了一包苹果
买了一包苹果,挺有意思的
挺有意思的,后面还有好多特别精彩
后面还有好多特别精彩,您看完了再走
您看完了再走,您不是最喜欢阿汤哥吗
您不是最喜欢阿汤哥吗,多浪费
多浪费,你要是告诉我你已经看过一遍了
你要是告诉我你已经看过一遍了,何必跑这来浪费时间
何必跑这来浪费时间,您不是说让我出来放松
您不是说让我出来放松,我是让你放松
我是让你放松,可一个电影看两遍 闲的
可一个电影看两遍 闲的,这有意义吗
这有意义吗,这怎么没意义了
这怎么没意义了,让你高兴不是意义吗
让你高兴不是意义吗,我是要你高兴
我是要你高兴,我也是为了你高兴
我也是为了你高兴,我不用
我不用,你的卷子叠的乱乱七八糟的
你的卷子叠的乱乱七八糟的,哪像个学生的样子
哪像个学生的样子,我跟你说磊儿刚来好多情况不了解
我跟你说磊儿刚来好多情况不了解,在家不怕有爸爸妈妈 在学校
在家不怕有爸爸妈妈 在学校,你就要多带他
应该他带我,我不是说你成绩
我不是说你成绩,我是说磊儿是县城来的
我是说磊儿是县城来的,对北京不了解
对北京不了解,我怕他在学校闹什么笑话
我怕他在学校闹什么笑话,你们同学到时候笑他
你们同学到时候笑他,你明白吗
我才知道怎么带,方一凡你给我听清楚了
方一凡你给我听清楚了,他不是你的敌人
他不是你的敌人,你不要跟我开这种玩笑
你不要跟我开这种玩笑,他是你的兄弟
他是你的兄弟,他跟你有1/4血缘关系
他跟你有1/4血缘关系,听见没有
听见没有,你把这话给我重复一遍
这是什么意思,你们是有1/4血缘关系的兄弟
我们是兄弟,你要照顾好他
你要照顾好他,你不需要那么清楚的了解他
你不需要那么清楚的了解他,但是你要带他清楚的了解学校听明白没有
但是你要带他清楚的了解学校听明白没有,赶紧洗澡
赶紧洗澡,不许玩手机
给 拿着吃,谢谢表哥
自己家里放松点,表哥
表哥,你今天叫我过来是什么事
我妈怎么说,我们俩是有1/4血缘关系的兄弟
老家是不是有,真的没有
没事 告诉我,不是我没有
怎么可能咱们这个年龄段谁都有个欣赏的人,表哥你
表哥你,有吗
你看这成绩厉害吧,还行
还行,表哥你们认识几年了
算是青梅竹马了吧,这么久了
这么久了,那是挺厉害的
你在这坐着等我,好
你一穿个里边背心干嘛,妈妈让我穿的
妈妈让我穿的,妈妈说得护着前胸和后背
不要在那出现好吗,表哥你们北京人这么抗冻
是你太耐热了,都起来了
都起来了,怎么起这么早
怎么起这么早,我5点就起了
我5点就起了,你昨晚睡得还好吗
你昨晚睡得还好吗,挺好的
挺好的,还习惯吗
还习惯吗,你不能这么早就起来
你不能这么早就起来,你现在首要任务是身体 得保证身体
你现在首要任务是身体 得保证身体,你这个成绩只要正常发挥
你这个成绩只要正常发挥,哪个学校都得抢着要你
哪个学校都得抢着要你,所以你不能生病
所以你不能生病,听到没有
听到没有,没事的
没事的,小姨我平常也是这个点起
小姨我平常也是这个点起,你听小姨的话
你听小姨的话,你早餐想吃点什么
你早餐想吃点什么,小姨给你去买
小姨给你去买,我其实都行
我其实都行,我买回来你挑 你抓紧点
我买回来你挑 你抓紧点,咱们一会就要走了
咱们一会就要走了,好
好,谢谢小姨
谢谢小姨,儿子
儿子,拉完了吗
他都进去好久,他那都已经进去20多分钟了
他那都已经进去20多分钟了,你快点爸爸憋不住了
天然肥料,一听你在玩游戏
一听你在玩游戏,妈 你起来了
妈 你起来了,你
你,我是不是起晚了
我是不是起晚了,没有
没有,我5点多就起了
我5点多就起了,你起那么早干什么
你起那么早干什么,这不是早上起来头脑清楚
这不是早上起来头脑清楚,我就跑了个步再做个听力
我就跑了个步再做个听力,我赶紧做饭去
我赶紧做饭去,不用
不用,我都已经给您做好了
我都已经给您做好了,您趁热吃了
您趁热吃了,我先去上学了
我先去上学了,英子
